fecha,base_monetaria,brecha_usd,cer,inflacion,leliq,reservas,tasa_depositos_30_dias,tasa_pase_pasivas_1_dia,usd_general,usd_minorista,usd_oficial,uva
2017-12-31,982797.6842105263,3.2192368421052633,8.325490322580645,3.1,,55599.57894736842,21.30736842105263,26.75,18.267894736842106,18.027368421052632,17.700526315789475,21.008709677419354
2018-01-31,1026718.5909090909,3.352595454545454,8.465867741935483,1.8,62189.066666666666,60661.09090909091,21.420454545454547,26.0,19.664545454545454,19.344545454545454,19.029545454545453,21.35483870967742
2018-02-28,1024489.5,1.0801888888888889,8.690389285714286,2.4,96427.16666666667,62264.77777777778,21.449444444444445,25.25,20.055,20.140555555555558,19.841666666666665,21.914285714285715
2018-03-31,1024145.45,2.279395,8.873770967741937,2.3,127250.7,61786.55,21.197,25.25,20.698,20.5435,20.237000000000002,22.386774193548387
2018-04-30,1024598.0,1.6662105263157894,9.079413333333333,2.7,124100.94736842105,61044.63157894737,21.336842105263155,25.407894736842106,20.572105263157894,20.532105263157895,20.23526315789474,22.897
2018-05-31,1026253.0476190476,2.9795857142857143,9.296154838709677,2.1,35572.619047619046,53896.23809523809,25.14428571428571,28.166666666666668,24.393809523809523,24.22190476190476,23.669999999999998,23.44451612903226
2018-06-30,1067037.2,2.400695,9.53338,3.7,7911.95,53361.2,27.3975,32.2,27.1625,27.246500000000005,26.534,24.04866666666667
2018-07-31,1113215.5714285714,3.8037428571428573,9.763293548387097,3.1,85198.33333333333,60010.90476190476,31.45380952380952,35.0,28.672857142857143,28.267142857142858,27.625238095238096,24.618709677419353
2018-08-31,1197267.3181818181,1.7576363636363637,10.0999,3.9,201492.36363636365,55854.27272727273,32.00772727272727,36.36363636363637,30.65909090909091,30.880454545454544,30.125,25.466451612903228
2018-09-30,1275411.65,-0.41076499999999994,10.426606666666666,6.5,317565.15,50208.8,38.124,50.0,38.425,39.3915,38.5905,26.288666666666664
2018-10-31,1251676.0454545454,0.4375863636363636,10.865851612903226,5.4,515980.7727272727,49110.954545454544,46.11454545454546,51.75,37.27272727272727,38.075909090909086,37.12045454545454,27.370967741935484
2018-11-30,1259749.3157894737,-1.600663157894737,11.518186666666667,3.2,640756.6315789474,52578.0,47.59789473684211,49.68421052631579,35.8375,37.485263157894735,36.46052631578947,29.004
2018-12-31,1327551.1666666667,0.3587777777777778,12.122687096774193,2.6,711927.6111111111,55628.11111111111,45.61,46.315,38.02777777777778,38.83888888888889,37.885555555555555,30.537419354838708
2019-01-31,1346581.2272727273,4.377490909090909,12.531029032258065,2.9,814037.1818181818,66196.68181818182,43.97363636363636,44.905454545454546,39.04545454545455,38.43,37.40772727272727,31.59774193548387
2019-02-28,1342322.1,-0.14601000000000003,12.857028571428572,3.8,895474.7,67010.5,36.928,37.5995,38.402499999999996,39.428,38.410000000000004,32.425357142857145
2019-03-31,1300799.5789473683,-0.1689736842105263,13.251461290322581,4.7,980260.1052631579,67955.0,39.072631578947366,50.52578947368421,41.63947368421052,42.5421052631579,41.363157894736844,33.403225806451616
2019-04-30,1327306.4736842106,2.4311157894736843,13.75659,3.4,1004835.3684210526,72446.0,46.23842105263158,59.664210526315784,44.27473684210526,44.35421052631579,43.23263157894737,34.657333333333334
2019-05-31,1341852.2727272727,2.5882045454545453,14.369016129032259,3.1,1034869.7727272727,67411.68181818182,50.25454545454545,63.45545454545454,46.095454545454544,46.08863636363637,44.934090909090905,36.21935483870968
2019-06-30,1345330.5,2.9245666666666668,14.86834,2.7,1111758.5555555555,64428.38888888889,49.94888888888889,59.538333333333334,45.06333333333333,44.955000000000005,43.79,37.483666666666664
2019-07-31,1382244.2857142857,3.3789523809523807,15.329583870967742,2.2,1207289.857142857,66401.09523809524,47.53857142857142,53.05190476190476,43.983333333333334,43.75142857142857,42.5452380952381,38.65129032258065
2019-08-31,1323978.619047619,3.9131238095238094,15.74088064516129,4.0,1245961.5714285714,62213.71428571428,52.94809523809524,60.43142857142857,54.84285714285714,54.6504761904762,52.727619047619044,39.70483870967742
2019-09-30,1349048.6666666667,8.059452380952381,16.12938,5.9,1099182.1904761905,50234.71428571428,57.51285714285714,71.41,61.05952380952381,58.79,56.50190476190476,40.67100000000001
2019-10-31,1385458.9090909092,11.92395909090909,16.79093225806452,3.3,1023776.5454545454,46590.22727272727,54.098636363636366,61.370909090909095,65.54545454545455,61.403181818181814,58.530454545454546,42.303548387096775
2019-11-30,1580776.894736842,11.88881052631579,17.67784,4.3,803192.0,43501.73684210526,45.28578947368421,55.596842105263164,66.75,63.01263157894737,59.73842105263158,44.54233333333333
2019-12-31,1715624.6842105263,20.85054210526316,18.342051612903226,3.7,736884.7368421053,44249.26315789474,41.10578947368421,53.701578947368425,72.36842105263158,63.01157894736842,59.88315789473684,46.2341935483871
2020-01-31,1689904.8181818181,29.102763636363637,19.09733870967742,2.3,1023614.3181818182,45196.5,35.025454545454544,41.08090909090909,77.47727272727273,62.98363636363636,60.01136363636363,48.14064516129032
2020-02-29,1870607.388888889,27.46161111111111,19.764858620689655,2.0,1396962.5555555555,44713.27777777778,32.260555555555555,22.72222222222222,78.19166666666666,63.580555555555556,61.34777777777778,49.83241379310345
2020-03-31,1920231.105263158,30.568542105263163,20.25054193548387,3.3,1540208.894736842,44348.47368421053,28.162105263157898,15.294736842105264,82.4342105263158,65.2,63.123684210526314,51.0758064516129
2020-04-30,2147120.7,53.50592,20.69599,1.5,1243922.1,43724.85,21.767500000000002,12.35,101.0875,67.872,65.7645,52.193
2020-05-31,2221676.4210526315,86.37636315789474,21.300916129032256,1.5,1263014.0,43074.31578947369,24.170526315789473,17.0,126.23684210526316,70.04789473684211,67.73052631578948,53.726129032258065
2020-06-30,2159027.8095238097,80.96716666666667,21.66042,2.2,1654873.238095238,43036.95238095238,29.026666666666664,19.0,125.85714285714286,72.52095238095238,69.54571428571428,54.657000000000004
2020-07-31,2315228.0,83.44348095238095,22.009532258064514,1.9,1706189.0952380951,43325.380952380954,28.682857142857145,19.0,130.95454545454547,75.32428571428571,71.47952380952381,55.528387096774196
2020-08-31,2333886.65,82.39319,22.46878387096774,2.7,1832651.55,43152.65,30.074,19.0,133.61904761904762,77.4885,73.298,56.68193548387097
2020-09-30,2317896.727272727,83.39516363636363,22.92193,2.8,1852589.2727272727,42344.681818181816,29.917727272727276,19.0,137.95454545454547,79.4309090909091,75.20363636363636,57.82533333333333
2020-10-31,2324654.5714285714,119.86025238095239,23.528664516129034,3.8,1714156.761904762,40710.333333333336,30.69238095238095,27.571428571428573,170.61904761904762,83.1347619047619,77.57047619047619,59.34032258064516
2020-11-30,2345522.4736842103,100.92577894736841,24.21085,3.2,1641081.0526315789,39160.73684210526,33.055263157894736,31.57894736842105,160.4,85.48473684210526,79.93368421052632,61.029666666666664
2020-12-31,2433023.611111111,85.24091666666666,25.090651612903226,4.0,1645108.388888889,38876.72222222222,34.25833333333333,32.0,153.11111111111111,88.18166666666667,82.64055555555555,63.24
2021-01-31,2603551.55,83.8415,25.9419,4.0,1722460.15,39641.1,34.281,32.0,158.0,91.474,85.9725,65.39903225806452
2021-02-28,2592889.277777778,68.18613888888889,26.917682142857142,3.6,1800988.6666666667,39380.666666666664,34.282222222222224,32.0,149.11111111111111,93.99777777777778,88.67777777777778,67.82678571428572
2021-03-31,2523566.590909091,57.487404545454545,28.00722258064516,4.8,1883105.8636363635,39707.86363636364,34.249545454545455,32.0,143.4090909090909,96.63590909090908,91.06863636363636,70.59451612903226
2021-04-30,2545887.45,57.45688,29.073696666666667,4.1,1979808.4,40071.1,34.161,32.0,146.25,98.526,92.86749999999999,73.26233333333333
2021-05-31,2540325.736842105,63.187678947368425,30.412770967741935,3.3,2048995.7894736843,41091.57894736842,34.19421052631579,32.0,153.55,99.61315789473684,94.10947368421053,76.6183870967742
2021-06-30,2701957.1428571427,70.04891904761905,31.63981,3.2,2028027.0952380951,42417.380952380954,34.27285714285714,32.0,162.0,100.61904761904762,95.25714285714287,79.75866666666667
2021-07-31,2864204.8571428573,84.84100952380952,32.716312903225806,3.0,2015188.1904761905,42842.80952380953,34.21904761904762,32.0,177.9047619047619,101.61904761904762,96.24142857142857,82.49064516129032
2021-08-31,2930302.1428571427,86.01221904761904,33.761364516129035,2.5,2077503.0,43493.47619047619,34.210476190476186,32.0,180.83333333333334,102.56904761904761,97.21523809523809,85.12612903225806
2021-09-30,2930527.5,87.64580454545454,34.746539999999996,3.5,2131324.8181818184,44879.181818181816,34.205,32.0,184.4318181818182,103.78181818181817,98.28590909090909,87.63666666666667
2021-10-31,3032867.736842105,90.73347368421052,35.691325806451616,3.5,2158893.3157894737,42939.42105263158,34.25,32.0,189.31578947368422,104.76684210526315,99.25105263157894,89.99064516129032
2021-11-30,3151509.523809524,99.90165238095237,36.88999666666667,2.5,2125233.904761905,42472.666666666664,34.27428571428571,32.0,200.52380952380952,105.83190476190475,100.31095238095239,92.99499999999999
2021-12-31,3383347.35,96.77348500000001,38.13904838709678,3.8,2134478.3,40627.4,34.275999999999996,32.0,200.5,107.4385,101.89,96.18129032258064
2022-01-31,3702429.095238095,103.88257142857144,39.2089935483871,3.9,2906334.904761905,38995.42857142857,36.813809523809525,32.0,212.02380952380952,109.48095238095237,103.9847619047619,98.86709677419356
2022-02-28,3766891.1578947366,101.04793684210527,40.59164642857143,4.7,3700822.263157895,37286.68421052631,38.17421052631579,32.473684210526315,213.71052631578948,111.94631578947369,106.30947368421053,102.32035714285715
2022-03-31,3663134.8095238097,84.34735238095239,42.25792258064516,6.7,4153142.1904761903,38588.47619047619,40.2,33.785714285714285,201.76190476190476,114.92095238095239,109.45952380952382,106.46774193548387
2022-04-30,3615568.8421052634,76.22716842105262,44.31647666666667,6.0,4532421.421052632,42987.63157894737,42.938947368421054,35.28947368421053,199.73684210526315,118.69526315789474,113.33526315789473,111.58833333333334
2022-05-31,3708232.95,73.51245,47.16744193548387,5.1,4979966.95,41639.1,45.182,36.825,204.35,123.20250000000001,117.77550000000001,118.7416129032258
2022-06-30,3896192.45,77.89317,49.95173,5.3,5390172.7,40867.6,47.785000000000004,38.7,218.45,127.99249999999999,122.7385,125.78333333333333
2022-07-31,4215983.047619048,126.13203809523809,52.585070967741935,7.4,5863275.666666667,40408.04761904762,50.8752380952381,44.45238095238095,290.76190476190476,135.21238095238095,128.4452380952381,132.48258064516128
2022-08-31,4298228.454545454,116.41910000000001,55.52851612903226,7.0,6029175.909090909,37142.22727272727,60.91227272727272,61.04545454545455,292.72727272727275,142.29272727272726,135.29090909090908,139.8006451612903
2022-09-30,4180569.714285714,95.85346666666666,59.43111,6.2,6510639.476190476,37232.71428571428,66.96285714285715,67.38095238095238,281.45454545454544,150.42380952380952,143.62714285714287,149.60533333333333
2022-10-31,4229952.7894736845,88.8540052631579,63.58443870967742,6.3,7238006.684210527,39088.42105263158,69.68578947368421,70.0,288.1578947368421,159.47263157894736,152.59421052631578,159.99225806451614
2022-11-30,4400164.428571428,86.13675238095239,67.55743333333334,4.9,7465777.0,37925.857142857145,69.5604761904762,70.0,301.85714285714283,169.15285714285716,162.12,170.094
2022-12-31,4821671.55,89.48364000000001,71.70550322580645,5.1,7952505.4,40820.9,70.061,70.0,327.85,179.9835,172.9045,180.55
2023-01-31,5292718.863636363,101.54578636363637,75.36324193548387,6.0,8217545.136363637,43159.86363636364,70.38454545454546,70.9090909090909,367.40909090909093,189.60772727272726,182.24454545454546,189.87354838709678
2023-02-28,5237316.222222222,97.15373333333334,79.12315714285715,6.6,8559014.944444444,39898.77777777778,70.29666666666667,72.0,378.1,199.08944444444444,191.89222222222222,199.18392857142857
2023-03-31,5166708.090909091,88.00688636363635,83.98062903225807,7.7,8929759.181818182,37943.09090909091,71.44727272727272,72.0,381.8636363636364,210.33999999999997,203.10636363636365,211.42774193548388
2023-04-30,5200756.166666667,95.03650588235294,89.58619,8.4,9618226.333333334,36971.944444444445,74.77944444444444,74.27777777777777,422.05882352941177,223.62333333333333,216.55777777777777,225.39833333333334
2023-05-31,5394247.0,107.68911,96.52574193548386,7.8,10719434.6,33545.0,89.771,88.3,480.15,241.49099999999999,231.1915,242.66129032258064
2023-06-30,5600168.8,97.160465,104.40948333333333,6.0,11644668.95,31849.9,92.7135,91.0,490.3,260.953,248.762,262.5733333333333
2023-07-31,6105240.666666667,94.70853333333334,112.41872580645162,6.3,12562957.285714285,26070.095238095237,93.00428571428571,91.0,519.047619047619,279.5938095238095,266.4652380952381,282.97516129032255
2023-08-31,6397005.409090909,108.93803181818181,119.4591,12.4,13424913.090909092,25280.227272727272,104.11272727272727,102.81818181818181,673.5454545454545,337.29227272727275,322.1359090909091,300.8109677419355
2023-09-30,6526667.857142857,111.4694619047619,127.82619,12.7,14822193.38095238,27484.95238095238,113.22380952380952,111.0,740.1428571428571,366.8752380952381,349.9995238095238,321.47433333333333
2023-10-31,7144661.05,169.095735,143.00177096774195,8.3,14075852.75,25232.3,121.756,119.25,941.9,367.421,350.0245,358.7435483870967
2023-11-30,7806569.8,170.476585,160.07122333333334,12.8,12509716.65,21398.8,128.99,126.0,957.2,371.6585,353.84399999999994,402.14099999999996
2023-12-31,9143580.684210526,77.08472631578947,175.26869677419356,25.5,3608326.210526316,21879.947368421053,120.34631578947368,109.57894736842105,990.5263157894736,687.3573684210526,641.9978947368421,440.2548387096774
2024-01-31,10250234.181818182,41.39394090909091,200.0623870967742,20.6,463636.1818181818,24328.68181818182,107.55727272727273,100.0,1157.5,863.9618181818182,818.3454545454545,500.93064516129033
2024-02-29,10475072.736842105,33.42171578947369,245.65518620689656,13.2,3709.2105263157896,26959.42105263158,107.58,100.0,1113.6842105263158,880.5984210526316,834.9142105263159,613.2944827586207
2024-03-31,10907225.105263159,19.73754736842105,295.7288870967742,,3000.0,27998.57894736842,84.44052631578947,87.36842105263158,1018.1578947368421,895.1273684210528,850.3378947368421,740.9012903225806
2024-04-30,11650031.333333334,15.303139999999999,323.36306,,,28349.0,70.0725,80.0,1019.75,905.314,862.95,807.591
